textID,text,sentiment,index
84477ead41,"waking now, so lazy and very worry ...",negative,waking lazy worry
ebdd8fcbda,_yeah - I know the feeling... Good morning mate!,positive,yeah know feeling good morning mate
3a9280227d,Neville88 am gud enuh hun...was jus sayin hi n hopin that ur avin a gud nite so far..HAPPY LADIES DAY 2MORO THEN...is dat better,positive,neville gud enuh hun jus sayin hopin avin gud nite far happy ladies day moro dat better
485e27240d,i got locked out my carrrr  had to call a lock smith. - $35.00,neutral,got locked carrrr call lock smith
af55e20cfd,Goin to bed... Finally. So sleepy! *Happy mothers day!*,positive,goin bed finally sleepy happy mothers day
dea885bbc2,"Wired mag needs to seriously chill out. I just renewed barely 3 months ago, yet they`ve already sent me 5 renewal letters for next year!",neutral,wired mag needs seriously chill renewed barely months ago yet already sent renewal letters next year
0542afe6d7,Can`t wait for tomorrow ! It`s finally over ! Bittersweet for sure,neutral,wait tomorrow finally bittersweet sure
abd42088e9,going to see star trek with my babe  im actually excited about this hah,positive,going see star trek babe actually excited hah
1ca884fc2c,C-News wasn`t as bad as I expected... could have done better... but today we did a great show...,positive,news bad expected could done better today great show
d618862cbd, i want magic mountain tix but i dont get ur station out in paso  boo sux for me,negative,want magic mountain tix dont get station paso boo sux
8e4415271f,http://twitpic.com/67hvr - This picture is from last year freshman year how I miss thos days,negative,http twitpic com hvr picture last year freshman year miss thos days
d0024ff498, lol we should start a group lol the **** sisters,neutral,lol start group lol sisters
3b18761a3a,just got home from church. The Service was good,positive,got home church service good
5f2fe28153,What do u see in her that i dont have  ,negative,see dont
51e724b717,Geography papers are so boring!  I hate revision!,negative,geography papers boring hate revision
d3f73a3487,Ok- I guess it`s time to throw in the towel and head to work,neutral,guess time throw towel head work
4e43108c4d,watching Destrey videos,neutral,watching destrey videos
cbfccb5dd5,Hanging out with Dan from Houston Calls!!,neutral,hanging dan houston calls
4f0f5e6688,"K, just finished my last 2 clients for the night. Going home alone  Thats ok I need to be alone, must find inner peace.",negative,finished last clients night going home alone thats need alone must find inner peace
b8f10aed88," sad, but true",neutral,sad true
f302c1c568,"just got home, talk",neutral,got home talk
e401bc7cb1,I want some cookies.,neutral,want cookies
22c7c7dea6,"Still no pic, very sad",negative,still pic sad
b09efb53a5,attempting to count the days till i return to canada...theres alot of them,neutral,attempting count days till return canada theres alot
8ec133a4ad,Off to work I go!,neutral,work
0671784da0," But  is on page 6 at Ms Twitterworld, only 26 votes",neutral,page twitterworld votes
77f0ca1130,"butterfly fly away- miley ray  , oh & happy mothers day <3 love u mami.",positive,butterfly fly away miley ray happy mothers day love mami
dbade951f3,14 more days with slow internet,negative,days slow internet
f25e549db9,AC getting installed today,neutral,getting installed today
c00110b594,Aww people must be COLOR BLIND  HUH random1,neutral,aww people must color blind huh random
e6bb7b3a91, Hi Sharon Missed you on our x factor last year!!  Come Back!! x,positive,sharon missed factor last year come back
db565fc9d6, nope.  they are all sleeping cuz they live on the east coast.,neutral,nope sleeping cuz live east coast
1510b48c1d,All of you can have fun tweeting all day while im cleaning hair  LOL,positive,fun tweeting day cleaning hair lol
98fe54bad4,The muse has me gripped firmly by the throat. Really enjoying my writing,positive,muse gripped firmly throat really enjoying writing
99f699e61f," haha, happened to me a lot of times. Know the feeling. Happy mums day to ur mom too delle",positive,haha happened lot times know feeling happy mums day mom delle
a99ebc9c3f,just woke up with a cat in my face  haha,neutral,woke cat face haha
35b170372b,Still in same queue barely 1 metre from where i last twittered. This is insane. And i paid for this,negative,still queue barely metre last twittered insane paid
c66eccae0f,My door looks naked   It makes my room feel bigger though.,neutral,door looks naked makes room feel bigger though
98cb6e168f,Last night went really well. Got some cracking shots,positive,last night went really well got cracking shots
5c6abc28a1, ow,neutral,
61f983b97c,i wish i was at the beach already,positive,wish beach already
d8139040f7,"I had a new work picture taken today, hated it, it looks too much like me http://bit.ly/PHjUR",negative,new work picture taken today hated looks much like http bit phjur
cf9184c380,"USA/Texas Jaycees Debate team ROCKED the house! They now have the opportunity to represent us in Tunsia, Africa! GO JAYCEES!",positive,usa texas jaycees debate team rocked house opportunity represent tunsia africa jaycees
5c8339ce76,Chauncey is giving his last sac speech...,neutral,chauncey giving last sac speech
bcec654c69,FJGKFLD;`Sdh WHY AM I NOT AT HOMETOWN DAYS WITH MY FRIENDS.,neutral,fjgkfld sdh hometown days friends
7b87883ff8,had a funny time at neball against PLC  score: 48-3. what a game.,positive,funny time neball plc score game
06d8467d04, what happened to all your sexy quotes?,neutral,happened sexy quotes
19ec7b2cb6, hello  Well it`s sunny out but my head is fuzzy and coffee isn`t brewed yet... how`s your day..?!,negative,hello well sunny head fuzzy coffee brewed yet day
08a28d24c9,"fine, i give in, docs again today. not being able to breath this morning made me think i should. hate docs",negative,fine give docs today able breath morning made think hate docs
80406b463c,"_M Melted maybe 2 square inches of skin. Ran it under cold water for a min or two and then iced until the ice melted. Now, hurts",negative,melted maybe square inches skin ran cold water min two iced ice melted hurts
35cc728e1d, I hate that Costco always costs us so much money,negative,hate costco always costs much money
7c57e06c07,Was quite amusing watching Pangaea sing 'F*** Killah Priest!' I guess he won`t be featuring on their album,positive,quite amusing watching pangaea sing killah priest guess featuring album
7bc18718f8,This day is fkn UGLY & it matches my mood  unfortunatly. Time 2 blast off 2 the moon,negative,day fkn ugly matches mood unfortunatly time blast moon
27692fa2a3, Extremely excited! i`m 15 days behind you,positive,extremely excited days behind
c24a9e44d1, Haha! At the Somerset theatre in Ottawa. I remember that well. The more things change the more they stay the same,positive,haha somerset theatre ottawa remember well things change stay
2a5ed1c870,Ha ha 1 point for the men,neutral,point men
89d994dc9f,Happy Mother`s Day  http://bit.ly/LRSnG,positive,happy mother day http bit lrsng
64dd495a11,Should not drink cheap wine,neutral,drink cheap wine
ca7818818f, has just voted for you. hope you win!,positive,voted hope win
ba8aa5e888,is watching the canucks,neutral,watching canucks
92868e85ea, Sorry we couldn`t get the project working with the windoze laptop  but a ton of folks came up afterwards and saw it running,negative,sorry get project working windoze laptop ton folks came afterwards saw running
f8ac0181ca," oh wait your in Greece, I`m in the U.S of course you think differently",neutral,wait greece course think differently
26dfa4924b,Happy Star Wars Day! .... May the 4th Be with You!,positive,happy star wars day may
6addf1de3f,_0981 ohh that`s awesome of you  probably coulda gotten gifted tickets outta it from the foil queens LOL,positive,ohh awesome probably coulda gotten gifted tickets outta foil queens lol
a6dde3fc7f, you`re in London?! Wow! I`m near there,positive,london wow near
88a2fee6db," hey ty for tip, wifi networking is one if my many talents  I`ll get on it when I can be bothered LOL",neutral,hey tip wifi networking one many talents get bothered lol
e4b2a3349f, Well thank you.,positive,well thank
70dd3bbc54, good luck with the deer next weekend!! Hope it isn`t too cold or snowy,positive,good luck deer next weekend hope cold snowy
ba9467d823," Actually, I also thought Mother`s Day was May 31st until I was remembered of Pentecost  Uselessly complicated, I would say",negative,actually also thought mother day may remembered pentecost uselessly complicated would say
85ef35bd34,"Photo: So I still havnÃÂ¯ÃÂ¿ÃÂ½t hooked up my editing comp  I know you guys miss my artwork, so IÃÂ¯ÃÂ¿ÃÂ½ve decided to... http://tumblr.com/xeh1wetiq",negative,photo still havnã â½t hooked editing comp know guys miss artwork â½ve decided http tumblr com xeh wetiq
c123f197ec,Rachmaninoff makes me a happy panda.,positive,rachmaninoff makes happy panda
23bab748bf, the script are amaaazing! Rusty halo and i`m yours are my favourites,positive,script amaaazing rusty halo favourites
276e7c36a0,"Went to the hairdresser today, she cutted my hair off  I loved my long hair! Dad said he couldn`t even see I got a haircut! LAAAME",neutral,went hairdresser today cutted hair loved long hair dad said even see got haircut laaame
44be01b835, seriously...it only gets sadder,negative,seriously gets sadder
e20a4b116f,finally over my sickness.,positive,finally sickness
6d76ba5dcc,"It`s not my best writing, well i don`t think. LOL. but it`s some! I`d read it all if i were you!  It`s pretty **** good after all! =}. LOL",neutral,best writing well think lol read pretty good lol
76627e49ea,"Sry but other day tweets were MIA - twitter network glitch, but story was re: funeral mix-up, as in wrong remains delivered to ea.",negative,sry day tweets mia twitter network glitch story funeral mix wrong remains delivered
1a3a13d44d, why??,neutral,
592be1cc63," wouldn`t that cost quite a bit, I mean flying pizza from China? Nice fusion idea I may have to experiment",positive,cost quite bit mean flying pizza china nice fusion idea may experiment
e92a3495d6,just done planting the garden...hope sun will shine soon!,positive,done planting garden hope sun shine soon
128a946b64,With alex,neutral,alex
ef780865f7, Shame about your job  have you thought about working for yourself?  there`s big money to be paid http://bit.ly/1864ml,negative,shame job thought working big money paid http bit
f9b52935c6,what a day!!! motorways and trains noooootttttttt fun,negative,day motorways trains noooootttttttt fun
8bd5b460ae, omg wtf why is there a **** site following me?!,negative,omg wtf site following
9bd1d86c69, Oh no!,negative,
47dc43ade2,Just ordered henna! I`ll be a redhead again in a few weeks.,neutral,ordered henna redhead weeks
63cab552b5, hahaha. do it  you`ll have a blast.,positive,hahaha blast
dab9c01f10,  There`s also a fairly recent (w/in past 10 years) quasi-sequel. Plot not as good but v. pretty in terms of art.,neutral,also fairly recent past years quasi sequel plot good pretty terms art
b725d6903f,what am l doing?? .....nothing much atm,neutral,nothing much atm
dbe877416c, night Diana and if you travel soon take care,positive,night diana travel soon take care
3bed8a8f3a, whatsoever do you mean by `how I get down` lol I`m always sober,positive,whatsoever mean get lol always sober
9266858b0e,Good night all  Even though it`s morning for most of you lol,neutral,good night even though morning lol
c341d742b0,hugh isn`t on it  lied last week,negative,hugh lied last week
b6f33cb14c, yeah it is I feel sad tho.,negative,yeah feel sad tho
ff6c2bc656," We people? I`m just an amateur Ark builder, no political affiliation. All are welcome",neutral,people amateur ark builder political affiliation welcome
85621e6581, http://twitpic.com/4vw9a - lol wow I`m watching X-men: The last Stand right now too,neutral,http twitpic com lol wow watching men last stand right
9f2bcfb9b6,Spending the first night in my new place!,neutral,spending first night new place
c648a69d4b, yes and no. there`s some strange infection in my body that`s causing me to be sicker than I need and to have a fever.,negative,yes strange infection body causing sicker need fever
bffc178f35,last real seventh hour,neutral,last real seventh hour
51182bc42f,nice hair and nowhere to go,positive,nice hair nowhere
c04e8e49aa,On my deck... Perfect weather today! Not feeling good tho...,neutral,deck perfect weather today feeling good tho
8140f3d608,At TGC concert  good to see old friends and remember the old times!,positive,tgc concert good see old friends remember old times
6eb4299c83,awake  slept in a little cuz no construction. now studying bio alllll day but i dont mind.,neutral,awake slept little cuz construction studying bio alllll day dont mind
a4ba8cc407,_henrie http://twitpic.com/4jbsq - looks so good!!  i want one!!,positive,henrie http twitpic com jbsq looks good want one
2fb0f9b3c2,Excuse me ms.gomez who said you could leave,neutral,excuse gomez said could leave
ff41981fe4, Thanks for the follow. I`m loving the energy on your site. The spaz in me can`t help but be drawn to you  http://www.ted.me/,positive,thanks follow loving energy site spaz help drawn http www ted
a860dd0243,Aww what a sunny day! Tasty barbeque with the family (: Got bad sunburn though,neutral,aww sunny day tasty barbeque family got bad sunburn though
7f15ec34dd,"Gorgeous weather, but no bike",positive,gorgeous weather bike
7339b184c5," Thanks Heather, glad you like the dish",positive,thanks heather glad like dish
74a59b5b92," wow, great to know a piece of software ensures our timely project delivery  #ProductNamingRulez",positive,wow great know piece software ensures timely project delivery productnamingrulez
f0a9308338,Totally just skid all over the road.,neutral,totally skid road
fff44ae9f9,_Cullen oh really!!! i`ve already put all the pics up!! sorry!!   http://twitpic.com/61oj0,negative,cullen really already put pics sorry http twitpic com
c08dcd74dc,I stung myself with stinging nettles all down my shin,neutral,stung stinging nettles shin
2a5fb4cc78,I miss the Air Canada Centre and Andy Frost...,negative,miss air canada centre andy frost
a5430efdd7,still awake.. will get some sleep i have to drive to Fortuna early.. Red Bull will guide me,neutral,still awake get sleep drive fortuna early red bull guide
060ea6c6c8,Ok super bored... guess no one else it,negative,super bored guess one else
5103bd9124,I cant follow any1  on FollowFriday LOL u guys follow        ,neutral,cant follow followfriday lol guys follow
bf892b8d0f,Having a long island ice tea,neutral,long island ice tea
bd3145be68,Oh dear. Sunburned back,negative,dear sunburned back
8a03134488, Ohmygosh. I KNOW. That would make my night for SURE. lol.  Goodnight!,positive,ohmygosh know would make night sure lol goodnight
fac523c9bc, i would prefer 1 more monday,neutral,would prefer monday
ba70d3346a, Cubbies at an even .500. So what else is new?  No matter: Beat dem Bums! #chicago #baseball,neutral,cubbies even else new matter beat dem bums chicago baseball
d909405790,not in the mood,negative,mood
54101c730f,$RZ Hope so.  Time will tell.  Good luck   $$,positive,hope time tell good luck
5279dfce2e, Thanks! (followed me back),positive,thanks followed back
23b8ac0826, ohh right; but it turned her curve into a right angle.... I just like her better curvey   thanks for letting me know though!,positive,ohh right turned curve right angle like better curvey thanks letting know though
d1f2b0c2a1,"I have a 4-H lamb meeting. It should be fun. And it is sunny! Yay! I can play with my horses this afternoon. Clap, clap, clap!!!",positive,lamb meeting fun sunny yay play horses afternoon clap clap clap
5670a0857e, you`re so lucky. we have 6 weeks until summer,positive,lucky weeks summer
1d44fe87e3," have a great time in the Hamptons. Hope it`s for some relaxation, not for work",positive,great time hamptons hope relaxation work
cc423d12bd,_PopuLarEnt awww boog u aint been on in a min....hey to ya.  but that`s whats up enjoy ya`ll selves especially your lil cousin.,positive,popularent awww boog aint min hey whats enjoy selves especially lil cousin
66208ff50a,My shirt is a fuzz magnet today and I feel totally uncomfortable,negative,shirt fuzz magnet today feel totally uncomfortable
fcbd27bb82, yes please,neutral,yes please
7977b7383f," It`s sunny and hot in London today, while I sit in office cranking spreadsheets",negative,sunny hot london today sit office cranking spreadsheets
b4ac5cc4a0,"_baffoon ooh if youre on the computer making your playlist come online pls, im bored now that ive blocked everyone again",negative,baffoon ooh youre computer making playlist come online pls bored ive blocked everyone
f66c71e6f0,Having Problems With My BlackBerry UGH I need another charged Battery! (@ least 4 now)  ,negative,problems blackberry ugh need another charged battery least
85a7f783e2,believes that creativity  in cooking is only limited to your imagination... guess that applies for most things too... like photography,positive,believes creativity cooking limited imagination guess applies things like photography
d79bae1dbd,Is...Sayin Happy Mother`s Day 2 Everyone!!!!!,positive,sayin happy mother day everyone
5d42f675f6, Oh gosh I hope so. How fun!,positive,gosh hope fun
4e0a354105,"@_shutupandsmile ow  .. we go back to your last avatar, Is that your boyfriend who lying on bed?  i see it!",neutral,shutupandsmile back last avatar boyfriend lying bed see
7f24574379,Crawling back into bed...because I can,neutral,crawling back bed
686732c2aa, ye it is not fare on me  x,negative,fare
05c1590a10,"So tired of driving, I really could use a chauffeur",negative,tired driving really could use chauffeur
d7421bfd82, Cause its true!!! It would!!! Hahaha... I Love YOU,positive,cause true would hahaha love
735fa4e3ea,is busy creating a new logo for my  site,neutral,busy creating new logo site
ffd9503b5c,starting tm alex and i are doing a whole week of no going out and spending money that we dont have.,neutral,starting alex whole week going spending money dont
4bc2de8a68,sadly awake. wondering about contact info for all of the fun folks I hung out with at the shop. YAY 23b!!! Miss you guys,negative,sadly awake wondering contact info fun folks hung shop yay miss guys
4fdd2fa268, He`s a good lad is wore Phil...  known each other for 22 years now... seems like 5 minutes!!  haha   You ok Hayley?,positive,good lad wore phil known years seems like minutes haha hayley
30ac477e90," Unfortunately, I will be nowhere near the beach. I have fam in that area, too.",negative,unfortunately nowhere near beach fam area
f93e839766, Get you lol what time we eating id hate to be late,negative,get lol time eating hate late
24d79167f7, My friend and I have a request that you play Nothing Sir when you hit Perth on Tues. From Jazz and Charni,neutral,friend request play nothing sir hit perth tues jazz charni
81e43552c2,i totally do not know how ticketless travel works,neutral,totally know ticketless travel works
3289b3a9a5, lol! I thought it was pretty funny too!,positive,lol thought pretty funny
34fee64221,"haha moms back today from a weekend away , her first words, ` whys the house so dirty?` i love life ..",neutral,haha moms back today weekend away first words whys house dirty love life
dcea82cc06, hate u....  I have 2 wait one week to see it cuz here (Puerto Rico) is still coming soon....,negative,hate wait one week see cuz puerto rico still coming soon
c977dd5d35, oh but that girl  but AIDAN!,negative,girl aidan
c7fde29c4c,_McLife yeah that is the one thing i hate about tweetdeck,negative,mclife yeah one thing hate tweetdeck
1e89a9ac1a, Really! No even a little bit of #pane,neutral,really even little bit pane
6117fbee73, oh **** that sucks,negative,sucks
bf4ba75b52,Thanks for the follow my new Twitpeeps!,negative,thanks follow new twitpeeps
436e47a4e0,"Is at Panera eating a bacon, egg and cheese with a coffee!  http://twitpic.com/4jip9",neutral,panera eating bacon egg cheese coffee http twitpic com jip
d60dc677bc, i just downloaded Bonnie and Clyde by Beyonce and Jay-Z...an old fav,positive,downloaded bonnie clyde beyonce jay old fav
fb8c384857,Lovely hubby has just spray tanned the back of my legs for me so hopefully won`t look like an allsort for much longer!!,positive,lovely hubby spray tanned back legs hopefully look like allsort much longer
6f9466f0f9,"_jodie Um, I was thrown from `s van yesterday and had to be taken to the ER",neutral,jodie thrown van yesterday taken
5ea7f98140, yeps...just for today though  I badly wanted to do some geek-shopping...,negative,yeps today though badly wanted geek shopping
cc5474969d,"Writing and researching. Tired of being foolish, so I`m educating myself & moving forward. Gonna marry a white boy they do you right!!!",negative,writing researching tired foolish educating moving forward gonna marry white boy right
e5f188ee99,"I`ve got sunburnt knees... it`s funny now, but I bet they`ll sting later   Had a fab day though  x",neutral,got sunburnt knees funny bet sting later fab day though
18d407456b,"Aaaagh, aircon not working in my office",negative,aaaagh aircon working office
96c035584a,Starting some work on final year project. Just making some test pieces in flash to see how things could work. Listning to iPod too,neutral,starting work final year project making test pieces flash see things could work listning ipod
8623121914,Need To Go Shopping  Boring Day T`day....Nothing To Dooo. College Tmro...How ****` Excitin`  Wish Twitter Was Simplified For Me =] <3,negative,need shopping boring day day nothing dooo college tmro excitin wish twitter simplified
957ea445a2,Heading downtown! Drinks and dancing!!,positive,heading downtown drinks dancing
6503a57763,"Im so done with this cold. I really wanna go out tonight, but i really dont feel like it.",negative,done cold really wanna tonight really dont feel like
c8bbba1ccc, You`re welcome and thanks for inviting us to talk. #48hoursnz is like becoming a parent. No one can really prepare you for it,positive,welcome thanks inviting talk hoursnz like becoming parent one really prepare
913c91b0de,"off to go buy more deck sleeves and 3X3 card pages.  Man, those pages are expensive!   Stupid organizing collection.",negative,buy deck sleeves card pages man pages expensive stupid organizing collection
bc51b08e74, where`s the UK love?!,neutral,love
48862453f0,I have a broken wrist,negative,broken wrist
aaf0834138,Guess I`ll be running in a little bit. Accidentally fell asleep,neutral,guess running little bit accidentally fell asleep
5a45a070ed,Cathylo-fran! I`m glad i can vent out to you about this. Thanks for being here for me bestfriend,positive,cathylo fran glad vent thanks bestfriend
d64016978b,had a nice brunch by the bay.. Thank God for Mommies!,positive,nice brunch bay thank god mommies
b4927eca78,  i love you. don`t leave me!,positive,love leave
f19a15c924,Back to reality... boo,negative,back reality boo
c32d74b974,Is definitely working sunday afternoon to late evening,neutral,definitely working sunday afternoon late evening
58eb4caec4, you didn`t come to see the hosts at hilton mr. thomas. we spent lots of money for nothing. that`s boring,negative,come see hosts hilton thomas spent lots money nothing boring
e450eb5308,I only have 2 more seasons of X-Files to watch,neutral,seasons files watch
1198e70e6e, I understand  Computers are fun again!,positive,understand computers fun
ae9dd31756, haha it will be interesting haha,positive,haha interesting haha
92cf813428, Yes. when I was talking to you...,neutral,yes talking
c50f230453,  I know... just when I was starting to think this break-up was gonna have me up all night tossin and turnin.. no ma`am!,neutral,know starting think break gonna night tossin turnin
54c7bed2cb,HAPPY MOTHERS DAY to everyone lucky enough to be a mommy. extra special happy to  who became a mommy 2day,positive,happy mothers day everyone lucky enough mommy extra special happy became mommy day
4cca6419e7,Im craving some cinnamon toast crunch. Why is it so cold today!!,negative,craving cinnamon toast crunch cold today
fdadb26d49, Thanks bro but I`m awake already  How are you?,positive,thanks bro awake already
eaf89b4158,At the coast. Too many people here i know.  i love you Nicci!,positive,coast many people know love nicci
217f8990f6," you can have the sun too. It all sucks, especially for my pale whiteman skin.   I can`t stop sneezing, and I blame you.",negative,sun sucks especially pale whiteman skin stop sneezing blame
838ea51c99,Watching Ace of Cakes,neutral,watching ace cakes
995b31503c, My Photoshop won`t let me save anything  Due to a disk error. The blend took me 1.5 hours!,negative,photoshop let save anything due disk error blend took hours
a15c98b146,"yeah one burrito did not taste like the other, there was no avocado ranch sauce",neutral,yeah one burrito taste like avocado ranch sauce
11370b4eed,its my birthday.....happy birthday to me!!!!,positive,birthday happy birthday
297cfb8e0f, i wish i was outside,positive,wish outside
a618e8e33e," Hey Sam, happy mothers day",positive,hey sam happy mothers day
3e04dbc3b2,"Anybody have advice on who to use for printing biz cards besides Overnight (bad experience) & PsPrint, each biz card = sep. project =",neutral,anybody advice use printing biz cards besides overnight bad experience psprint biz card sep project
d886708b27,is off to get the boy and then to his doc. Persistent coughs are not good.  http://plurk.com/p/x285t,negative,get boy doc persistent coughs good http plurk com
413d196757,gear troubles all day long!,negative,gear troubles day long
bfb1640001, Please bring  to your show,neutral,please bring show
7d5bb2419b,Threee WORDS . . . YOUTUBE BAMBOOZLE SHOW,neutral,threee words youtube bamboozle show
001d96a451,Graduating from high school tonight  im kind of sad..,negative,graduating high school tonight kind sad
80775bf0e3,http://twitpic.com/4jccd - and also these hi top Reeboks.  cause i can,neutral,http twitpic com jccd also top reeboks cause
e458cd897d," Lol, triplet.  Haha I`m so glad that morgan got the bag even if she didn`t ride the ride",positive,lol triplet haha glad morgan got bag even ride ride
92e5b197c2,is going to her last full day of school. life is good.,positive,going last full day school life good
6a820dfeec,I HATE FLORISTS  No rose for cassadee tomorrow now =/ fricken **** florist people ={ hmm..need something else...hmm...,negative,hate florists rose cassadee tomorrow fricken florist people hmm need something else hmm
64741e6c2c,this thing was more fun with my itouch,positive,thing fun itouch
43e658a79f," well, the requirements are quite high as well",neutral,well requirements quite high well
25c71e1832,"Poor  `s mom just told her she looked like a ****.  The skirt wasn`t THAT short, and it`s 87 degrees out!",negative,poor mom told looked like skirt short degrees
3611ede525, You know we dont believe half of what they say,negative,know dont believe half say
94ab108c0c, denial can be very powerful,neutral,denial powerful
7ff4e1b8e7, congratulations,positive,congratulations
1a5cb0fe6f,"Wow.... I thought we`d only be gaming for 8 hours but here I am 13 hours later seeing the last person out. <_< Long session, but fun.",neutral,wow thought gaming hours hours later seeing last person long session fun
394c0677b8,"Oh... according to mom dad is going to try and take 2-3 weeks off in Sep. to go to Austira, and just wrap a vacation into it as well lmao",neutral,according mom dad going try take weeks sep austira wrap vacation well lmao
68c47d8b78, EPIC moment! hahahha i swear.. i really wanna see it,positive,epic moment hahahha swear really wanna see
ee0b6f2027,Done some positive affirmation now back to the Japanese yay for bank holiday Monday,positive,done positive affirmation back japanese yay bank holiday monday
1d450fad81,"Had an interesting evening amongst homeless people in Venice Beach last night, wishing I had my camera with me........ and model releases",positive,interesting evening amongst homeless people venice beach last night wishing camera model releases
b7d1228a69, YOU SHOULD TOUR!! *lol* I live all the way out in Tennessee! :-P jk. How would you do that?,neutral,tour lol live way tennessee would
b283392871,only an hour left with my iPod touch,neutral,hour left ipod touch
77d4a716dd,OO YAY 39 FOLLOWERS I WANT 100  HELP ME,positive,yay followers want help
d5a8681d38,"is laying in bed, wishing i could meet Kellan Lutz.... haha im a nerd...dream on",neutral,laying bed wishing could meet kellan lutz haha nerd dream
a5ea878610, is over,neutral,
7132016da2, I`m absolutely jealous as hell of Brenda,negative,absolutely jealous hell brenda
dfd17c5926,Whooops... wrong smiley... it`s supposed to be  LOL,negative,whooops wrong smiley supposed lol
4ed8045d45, ur moving to leeds?? wut are u doing up there? work? ur just a jetsetter..i wanna move to England too,neutral,moving leeds wut work jetsetter wanna move england
5c32a89f16,my phone is dead and my charger is miles away.. _S_R  i`ll talk to you in august,neutral,phone dead charger miles away sr talk august
92f4b8009c,Had a dream I brought  and  to kings island. It was pretty sweet. Bummed they`re in poughkeepsie 24 hours before me,positive,dream brought kings island pretty sweet bummed poughkeepsie hours
0342912a84, Why do you not respond me?,negative,respond
e3875aa924,AHHHHHHHH omg Pridelines got talent is giving me a headache!! wtf omg osn !!! Make it stop mommy make it stop,negative,ahhhhhhhh omg pridelines got talent giving headache wtf omg osn make stop mommy make stop
ca8386b30e, i love those boys. i missed the chat yesterday  it was the firts & only one i`ll miss though! <333 Nick Jonas <3333,neutral,love boys missed chat yesterday firts one miss though nick jonas
e5f20382af,So I`m REALLY considering it at the moment  Same days but even more money. Harder work though but can`t imagine harder than I do now.,negative,really considering moment days even money harder work though imagine harder
50d1dfd0ba,"No running for the past couple of days due to bad knee   Still, Guitar Hero Metallica arrived and has kept me amused...Time to ROCK!!!",neutral,running past couple days due bad knee still guitar hero metallica arrived kept amused time rock
e2ce9941e2,he`s pretty cute.,positive,pretty cute
646eef723a,when do the stars come out??,neutral,stars come
6bc4867f7f,"Ima go to sleep long day ahead....And its all Benicks fault ,i so dislike him. >=( Well Good Nite World!",neutral,ima sleep long day ahead benicks fault dislike well good nite world
66fc73f111,"10 yrs ago, on a night like this..id have been drinking with co workers, then went home got cleaned up and went clubbing..",neutral,yrs ago night like drinking workers went home got cleaned went clubbing
866c94268f,best show of my life. mcfly rocks my world  i wanna meet you guys ;;,positive,best show life mcfly rocks world wanna meet guys
443ddbe686," lol, as a target employee they forbid me from that place, no i usually go in and buy like everything along with commenting",neutral,lol target employee forbid place usually buy like everything along commenting
59cd3e2b14,just now i know how twitter exactly work,neutral,know twitter exactly work
0025cd3554,Might be in the middle of a perfect weekend...,positive,might middle perfect weekend
610835129a,"Wee laddie`s been SO upset for about 2 hours. Tried soothing him in bed, nursing, etc. Nope. Up at 3:30am for real food. Blue Clues now.",negative,wee laddie upset hours tried soothing bed nursing etc nope real food blue clues
bc8c236283," Yeah, the economy sucks SO BAD.  Yeah, I know what a cafeteria is. I`m unemployed at the moment and I hate it!",negative,yeah economy sucks bad yeah know cafeteria unemployed moment hate
3172917914," weird, `cause i synced mine this morning and got the new episode...",neutral,weird cause synced mine morning got new episode
9ba59ca56d, same with drunk guests.. Our jobs are pretty similar sometimes,neutral,drunk guests jobs pretty similar sometimes
5d5178af59," You can get into Canada, but I can`t?  WTF!!!   (Seriously, I`m not allowed to cross the border!)",negative,get canada wtf seriously allowed cross border
7e0ad1ec79,lol if i only can sTay up a few more hours.. i keep missing Tila`s lasT posTs ..,neutral,lol stay hours keep missing tila last posts
1d03479463, i know  mark is still one of my favorite boys ever. So nice and adorable.,positive,know mark still one favorite boys ever nice adorable
08e6fe663e, Is a **** but she`ll never know I said it cuz she doesn`t love her twitter,negative,never know said cuz love twitter
a1b2fcca84,_ A blouse! ahahaha I gave her money and she went to get it!  Where`s your mom??,neutral,blouse ahahaha gave money went get mom
206ffae0ad, If you mean backround then.. Settings>design.. scroll to the bottem and click change backround image  & there ya go.,neutral,mean backround settings design scroll bottem click change backround image
403815a3ed, ... i hate it so much.,negative,hate much
bc70be4520,i woke him up in the end. Got bored.,negative,woke end got bored
ad12342c25,recovering from being sick ... anyone want to bring me soup?,positive,recovering sick anyone want bring soup
94b47653da,looking at all my old myspace status` oh mann. Skyrockets in flight! afternoon delight! AAAAAAAAfternoon delight!,positive,looking old myspace status mann skyrockets flight afternoon delight aaaaaaaafternoon delight
c930341ca9, Very funny Thanks,positive,funny thanks
d9f1ef6dec, I love it...that`s going to be one of my new fave quotes.,positive,love going one new fave quotes
dbf9e18872,_KHC wooow. lucky XD my break is gonna end. my classes starts @ june 4,positive,khc wooow lucky break gonna end classes starts june
2edfeca43b, AH! STEPH TWEETS!,neutral,steph tweets
2bf2ce61d5,has had AWFUL hiccups today and now can`t fall asleep because of them,negative,awful hiccups today fall asleep
e971f5c130," if you could get down to easton, you could join us!",neutral,could get easton could join
761be75cdd,baked a cake & watching a movie.,neutral,baked cake watching movie
df37864f95,Todays the day Twitterland...house closing begin at 11 and we should get to start moving in @ 3 into the new place.,neutral,todays day twitterland house closing begin get start moving new place
15d33ac8f1,just watched JONAS. It was funny.,positive,watched jonas funny
